"Story","Title","Result","Date","Stability","Duration (s)"
"Registration and login IT","Register some user","IGNORED","2021-12-07T22:58:15.294734+01:00[Europe/Berlin]","0.0","0.01"
"Game creation IT","When an authenticated game master creates a game","IGNORED","2021-12-07T22:58:15.321545+01:00[Europe/Berlin]","0.0","0.0"
"Game joing IT","When players join created game","IGNORED","2021-12-07T22:58:15.344554+01:00[Europe/Berlin]","0.0","0.0"
