"Story","Title","Result","Date","Stability","Duration (s)"
"Game creation IT","When an authenticated game master creates a game","FAILURE","2021-12-04T00:20:12.960828+01:00[Europe/Berlin]","0.0","0.1"
"Game joing IT","When players join created game","FAILURE","2021-12-04T00:20:13.098444+01:00[Europe/Berlin]","0.0","0.03"
